"강좌명","접수상태","운영기간(시작)","운영기간(종료)","신청기간(시작)","신청기간(종료)","수강료","시간(시작)","시간(종료)","문의전화","첨부파일","운영기관","정원","접수","잔여","위치정보(위도)","위치정보(경도)","주소"
"생활영어교실","교육중","2024-02-01","2024-07-31","2024-01-16 09:00:00","2024-01-18 17:00:00","10000","10:00","11:30","051-550-6506","-","동래구 안락1동 주민자치회","20","0","20","35.1971315584","129.0985909672","부산 동래구 안연로110번길 9 (안락동, 안락제1동주민센터)"
"서예교실","교육중","2024-02-01","2024-07-31","2024-01-16 09:00:00","2024-01-18 17:00:00","15000","10:00","12:00","051-550-6506","-","동래구 안락1동 주민자치회","20","0","20","35.1971315584","129.0985909672","부산 동래구 안연로110번길 9 (안락동, 안락제1동주민센터)"
"탁구교실","교육중","2024-02-01","2024-07-31","2024-01-16 09:00:00","2024-01-18 17:00:00","15000","14:00","15:00","051-550-6506","-","동래구 안락1동 주민자치회","20","0","20","35.1971315584","129.0985909672","부산 동래구 안연로110번길 9 (안락동, 안락제1동주민센터)"
"통기타교실","교육중","2024-02-01","2024-07-31","2024-01-16 09:00:00","2024-01-18 17:00:00","15000","14:00","16:00","051-550-6506","-","동래구 안락1동 주민자치회","20","0","20","35.1971315584","129.0985909672","부산 동래구 안연로110번길 9 (안락동, 안락제1동주민센터)"
"일어반 초급","교육중","2024-02-01","2024-07-31","2024-01-16 09:00:00","2024-01-18 17:00:00","15000","14:00","16:00","051-550-6506","-","동래구 안락1동 주민자치회","20","0","20","35.1971315584","129.0985909672","부산 동래구 안연로110번길 9 (안락동, 안락제1동주민센터)"
"하모니카 교실","교육중","2024-02-01","2024-07-31","2024-01-16 09:00:00","2024-01-18 17:00:00","15000","16:00","18:00","051-550-6506","-","동래구 안락1동 주민자치회","20","0","20","35.1971315584","129.0985909672","부산 동래구 안연로110번길 9 (안락동, 안락제1동주민센터)"
"민요장구","교육중","2024-02-05","2024-12-27","2024-01-16 09:00:00","2024-02-29 18:00:00","5000","10:00","12:00","051-607-6722","-","남구 용호1동 주민자치회","15","0","15","35.1207919505","129.1090285566","부산 남구 용호로42번길 140 (용호동, 용호1동주민센터)"
"요가","교육중","2024-02-05","2024-12-27","2024-01-16 09:00:00","2024-02-29 18:00:00","5000","14:00","16:00","051-607-6722","-","남구 용호1동 주민자치회","20","0","20","35.1207919505","129.1090285566","부산 남구 용호로42번길 140 (용호동, 용호1동주민센터)"
"컴퓨터교육(중급)","교육중","2024-02-06","2024-12-27","2024-01-16 09:00:00","2024-02-29 18:00:00","5000","10:00","12:00","051-607-6722","-","남구 용호1동 주민자치회","15","0","15","35.1207919505","129.1090285566","부산 남구 용호로42번길 140 (용호동, 용호1동주민센터)"
"컴퓨터교육(초급)","교육중","2024-02-06","2024-12-27","2024-01-16 09:00:00","2024-02-29 18:00:00","5000","13:00","15:00","051-607-6722","-","남구 용호1동 주민자치회","15","0","15","35.1207919505","129.1090285566","부산 남구 용호로42번길 140 (용호동, 용호1동주민센터)"
"기체조","교육중","2024-02-06","2024-12-27","2024-01-16 09:00:00","2024-02-29 18:00:00","5000","10:00","12:00","051-607-6722","-","남구 용호1동 주민자치회","20","0","20","35.1207919505","129.1090285566","부산 남구 용호로42번길 140 (용호동, 용호1동주민센터)"
"생활한자","교육중","2024-02-06","2024-12-27","2024-01-16 09:00:00","2024-02-29 18:00:00","5000","14:00","16:00","051-607-6722","-","남구 용호1동 주민자치회","15","0","15","35.1207919505","129.1090285566","부산 남구 용호로42번길 140 (용호동, 용호1동주민센터)"
"서예","교육중","2024-02-07","2024-12-27","2024-01-16 09:00:00","2024-02-29 18:00:00","5000","10:00","12:00","051-607-6722","-","남구 용호1동 주민자치회","15","0","15","35.1207919505","129.1090285566","부산 남구 용호로42번길 140 (용호동, 용호1동주민센터)"
"영어회화","교육중","2024-02-07","2024-12-27","2024-01-16 09:00:00","2024-02-29 18:00:00","5000","13:30","15:30","051-607-6722","-","남구 용호1동 주민자치회","15","0","15","35.1207919505","129.1090285566","부산 남구 용호로42번길 140 (용호동, 용호1동주민센터)"
"명상","교육중","2024-02-07","2024-12-27","2024-01-16 09:00:00","2024-02-29 18:00:00","5000","14:00","16:00","051-607-6722","-","남구 용호1동 주민자치회","20","0","20","35.1207919505","129.1090285566","부산 남구 용호로42번길 140 (용호동, 용호1동주민센터)"
"일어","교육중","2024-02-08","2024-12-27","2024-01-16 09:00:00","2024-02-29 18:00:00","5000","10:00","12:00","051-607-6722","-","남구 용호1동 주민자치회","15","0","15","35.1207919505","129.1090285566","부산 남구 용호로42번길 140 (용호동, 용호1동주민센터)"
"웰빙댄스","교육중","2024-02-08","2024-12-27","2024-01-16 09:00:00","2024-02-29 18:00:00","5000","14:00","16:00","051-607-6722","-","남구 용호1동 주민자치회","20","0","20","35.1207919505","129.1090285566","부산 남구 용호로42번길 140 (용호동, 용호1동주민센터)"
"힐링요가교실","교육중","2024-02-01","2024-11-30","2024-01-15 10:00:00","2024-01-30 18:00:00","5000","10:00","11:00","051-607-6964","-","남구 문현4동 주민자치회","20","0","20","35.1361941726","129.0691262844","부산 남구 수영로 12 (문현동, 세종그랑시아아파트)"
"생활요가교실","교육중","2024-02-01","2024-11-30","2024-01-15 10:00:00","2024-01-31 18:00:00","5000","11:00","12:00","051-607-6964","-","남구 문현4동 주민자치회","20","0","20","35.1361941726","129.0691262844","부산 남구 수영로 12 (문현동, 세종그랑시아아파트)"
"컴퓨터교실(중급)","교육중","2024-02-01","2024-11-30","2024-01-15 10:00:00","2024-01-30 18:00:00","5000","10:00","12:00","051-607-6964","-","남구 문현4동 주민자치회","8","0","8","35.1361941726","129.0691262844","부산 남구 수영로 12 (문현동, 세종그랑시아아파트)"
"컴퓨터교실(초급)","교육중","2024-02-01","2024-11-30","2024-01-15 10:00:00","2024-01-15 15:00:00","5000","13:00","15:00","051-607-6964","-","남구 문현4동 주민자치회","8","0","8","35.1361941726","129.0691262844","부산 남구 수영로 12 (문현동, 세종그랑시아아파트)"
"라인댄스교실","교육중","2024-02-01","2024-11-30","2024-01-15 10:00:00","2024-01-31 18:00:00","5000","11:30","12:30","051-607-6964","-","남구 문현4동 주민자치회","20","0","20","35.1321618854","129.0698930187","부산 남구 장고개로 79 (문현동, 주민복합센터)"
"이야기유랑단","교육중","2024-02-01","2024-07-31","2024-01-15 09:00:00","2024-01-31 18:00:00","15000","10:00","12:00","051-220-5062","-","사하구 괴정3동 주민자치회","15","0","15","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"풍물교실","접수중","2024-02-01","2024-11-30","2024-01-15 09:00:00","2024-10-31 18:00:00","5000","10:00","12:00","051-607-6964","-","남구 문현4동 주민자치회","10","0","10","35.1351542983","129.0732334427","부산 남구 지게골로 101 (문현동, 동방상가)"
"라인댄스","접수중","2024-02-01","2024-07-31","2024-01-15 09:00:00","2024-07-31 18:00:00","20000","14:00","15:00","051-220-5066","-","사하구 괴정3동 주민자치회","25","0","25","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"서예교실A","교육중","2024-02-01","2024-07-31","2024-01-15 09:00:00","2024-01-31 18:00:00","15000","10:00","12:00","051-220-5066","-","사하구 괴정3동 주민자치회","15","0","15","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"서예교실B","교육중","2024-02-01","2024-07-31","2024-01-15 09:00:00","2024-01-31 18:00:00","15000","10:00","12:00","051-220-5066","-","사하구 괴정3동 주민자치회","15","0","15","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"민화교실","교육중","2024-02-01","2024-07-31","2024-01-15 09:00:00","2024-01-31 18:00:00","15000","10:00","12:00","051-220-5062","-","사하구 괴정3동 주민자치회","15","0","15","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"노래교실","접수중","2024-02-01","2024-07-31","2024-01-15 09:00:00","2024-07-31 18:00:00","50000","13:30","15:30","051-220-5062","-","사하구 괴정3동 주민자치회","50","0","50","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"스포츠댄스","접수중","2024-02-01","2024-07-31","2024-01-15 09:00:00","2024-07-31 18:00:00","20000","10:00","11:00","051-220-5066","-","사하구 괴정3동 주민자치회","25","0","25","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"요가교실","접수중","2024-02-01","2024-07-31","2024-01-15 09:00:00","2024-07-31 18:00:00","20000","11:00","12:00","051-220-5062","-","사하구 괴정3동 주민자치회","25","0","25","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"우리춤체조","교육중","2024-02-01","2024-07-31","2024-01-15 09:00:00","2024-01-31 18:00:00","15000","10:00","12:00","051-220-5062","-","사하구 괴정3동 주민자치회","20","0","20","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"요가교실(야간)","교육중","2024-02-01","2024-07-31","2024-01-15 09:00:00","2024-01-31 18:00:00","15000","18:30","19:30","051-220-5062","-","사하구 괴정3동 주민자치회","20","0","20","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"에어로라인 건강체조","접수중","2024-02-01","2024-07-31","2024-01-15 09:00:00","2024-07-31 18:00:00","20000","12:00","13:00","051-220-5062","-","사하구 괴정3동 주민자치회","25","0","25","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"하모니카(초급)","접수중","2024-02-01","2024-07-31","2024-01-15 00:00:00","2024-07-31 00:00:00","20000","13:00","14:20","051-220-5062","-","사하구 괴정3동 주민자치회","20","0","20","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"하모니카(중·고급)","접수중","2024-02-01","2024-07-31","2024-01-15 00:00:00","2024-07-31 00:00:00","20000","14:30","16:00","051-220-5062","-","사하구 괴정3동 주민자치회","20","0","20","35.1003409694","128.9980938484","부산 사하구 낙동대로171번길 30-5 (괴정동, 괴정3동주민센터)"
"캘리그라피 교실","접수중","2024-02-01","2024-12-27","2024-01-15 00:00:00","2024-12-27 00:00:00","5000","10:00","12:00","051-607-6786","-","남구 용호4동 주민자치회","15","0","15","35.113209022","129.1104079116","부산 남구 용호로216번길 10 (용호동, 용호4동주민센터)"
"서예 교실","접수중","2024-02-01","2024-12-27","2024-01-15 00:00:00","2024-12-27 00:00:00","5000","10:00","12:00","051-607-6786","-","남구 용호4동 주민자치회","15","0","15","35.113209022","129.1104079116","부산 남구 용호로216번길 10 (용호동, 용호4동주민센터)"
"풍물 교실","접수중","2024-02-01","2024-12-27","2024-01-15 00:00:00","2024-12-27 00:00:00","5000","10:00","12:00","051-607-6786","-","남구 용호4동 주민자치회","20","0","20","35.113209022","129.1104079116","부산 남구 용호로216번길 10 (용호동, 용호4동주민센터)"
"한글 교실","접수중","2024-02-01","2024-12-27","2024-01-15 00:00:00","2024-12-27 00:00:00","5000","10:00","12:00","051-607-6786","-","남구 용호4동 주민자치회","10","0","10","35.113209022","129.1104079116","부산 남구 용호로216번길 10 (용호동, 용호4동주민센터)"
"[2024년 신규 개설] 기초 영어 교실","접수중","2024-02-01","2024-12-27","2024-01-15 00:00:00","2024-12-27 00:00:00","5000","10:00","12:00","051-607-6786","-","남구 용호4동 주민자치회","10","0","10","35.113209022","129.1104079116","부산 남구 용호로216번길 10 (용호동, 용호4동주민센터)"
"국악교실","접수중","2024-02-06","2024-12-31","2024-01-11 09:00:00","2024-12-31 18:00:00","5000","10:00","12:00","051-607-6925","-","남구 문현2동 주민자치회","20","0","20","35.1452709416","129.0686890296","부산 남구 전포대로92번길 31-7 (문현동, 문현2동주민센터)"
"실버놀이교실","접수중","2024-02-01","2024-12-31","2024-01-11 09:00:00","2024-12-31 18:00:00","5000","14:00","16:00","051-607-6925","-","남구 문현2동 주민자치회","20","0","20","35.1452709416","129.0686890296","부산 남구 전포대로92번길 31-7 (문현동, 문현2동주민센터)"
"문인화교실","접수중","2024-02-05","2024-12-31","2024-01-11 09:00:00","2024-12-31 18:00:00","5000","13:00","15:00","051-607-6925","-","남구 문현2동 주민자치회","10","0","10","35.1422884391","129.0675076642","부산 남구 전포대로48번길 32 (문현동)"
"드럼교실","교육중","2024-02-07","2024-07-03","2024-01-08 09:00:00","2024-01-19 18:00:00","50000","10:00","12:00","051-605-6606","2021년 상반기 드럼 강의 계획서.hwp","부산진구 양정1동 주민자치회","15","0","15","35.1721429382","129.0687244213","부산 부산진구 동평로406번길 38 (양정동, 양정제1동 주민센터)"
"캘리그라피","접수중","2024-01-08","2024-12-30","2024-01-08 00:00:00","2024-12-30 00:00:00","0","10:00","11:00","051-440-6321","-","동구 범일2동 주민자치회","14","0","14","35.1351100146924","129.059817814623","부산 동구 범일로 58 (범일동)"
"단학교실","접수중","2024-02-01","2024-12-31","2024-01-05 00:00:00","2024-12-31 00:00:00","5000","10:00","11:30","051-607-6827","-","남구 감만1동 주민자치회","25","23","2","35.1168381121","129.0806481716","부산 남구 우암로 71-7 (감만동, 감만1동주민센터)"
"서예교실","접수중","2024-02-01","2024-12-31","2024-01-05 00:00:00","2024-12-31 00:00:00","5000","10:00","11:30","051-607-6827","-","남구 감만1동 주민자치회","15","13","2","35.1168381121","129.0806481716","부산 남구 우암로 71-7 (감만동, 감만1동주민센터)"
"요리","접수중","2024-01-05","2024-12-27","2024-01-05 00:00:00","2024-12-27 00:00:00","0","14:00","16:00","051-440-6321","-","동구 범일2동 주민자치회","7","0","7","35.1351235345","129.0598229821","부산 동구 범일로 58 (범일동, 범일2동 주민자치센터)"
"사물놀이","접수중","2024-02-01","2024-12-31","2024-01-05 00:00:00","2024-12-31 00:00:00","5000","14:00","16:00","051-607-6827","-","남구 감만1동 주민자치회","15","11","4","35.1168381121","129.0806481716","부산 남구 우암로 71-7 (감만동, 감만1동주민센터)"
"서예교실","교육중","2024-02-01","2024-12-31","2024-01-04 09:00:00","2024-01-26 18:00:00","10000","10:00","12:00","051-220-5032","-","사하구 괴정2동 주민자치회","15","0","15","35.1033971825","129.0040242205","부산 사하구 까치고개로 14-1 (괴정동, 괴정2동주민센터)"
"요가A(동아리)","접수중","2024-02-01","2024-12-31","2024-01-04 09:00:00","2024-12-02 18:00:00","0","09:20","10:20","051-220-5032","-","사하구 괴정2동 주민자치회","15","0","15","35.1033971825","129.0040242205","부산 사하구 까치고개로 14-1 (괴정동, 괴정2동주민센터)"
"우리춤 전통체조","접수중","2024-02-01","2024-12-31","2024-01-04 09:00:00","2024-11-29 18:00:00","0","13:30","14:50","051-220-5032","-","사하구 괴정2동 주민자치회","15","0","15","35.1033971825","129.0040242205","부산 사하구 까치고개로 14-1 (괴정동, 괴정2동주민센터)"
"오카리나","접수중","2024-02-01","2024-12-31","2024-01-04 09:00:00","2024-12-02 18:00:00","10000","13:30","15:30","051-220-5032","-","사하구 괴정2동 주민자치회","15","0","15","35.1033971825","129.0040242205","부산 사하구 까치고개로 14-1 (괴정동, 괴정2동주민센터)"
"생활영어","교육중","2024-02-01","2024-12-31","2024-01-04 09:00:00","2024-01-10 18:00:00","10000","10:30","12:30","051-220-5032","-","사하구 괴정2동 주민자치회","20","0","20","35.103398421837","129.004025566746","부산 사하구 까치고개로 14-1 (괴정동, 괴정2동행정복지센터)"
"요가B","접수중","2024-02-01","2024-12-31","2024-01-04 09:00:00","2024-12-31 18:00:00","10000","10:30","11:30","051-220-5032","-","사하구 괴정2동 주민자치회","15","0","15","35.103398421837","129.004025566746","부산 사하구 까치고개로 14-1 (괴정동, 괴정2동행정복지센터)"
"라인댄스","교육중","2024-02-01","2024-12-31","2024-01-04 09:00:00","2024-01-10 18:00:00","10000","09:30","11:30","051-220-5032","-","사하구 괴정2동 주민자치회","20","0","20","35.103398421837","129.004025566746","부산 사하구 까치고개로 14-1 (괴정동, 괴정2동행정복지센터)"
"노래교실(동아리)","접수중","2024-02-01","2024-12-31","2024-01-04 09:00:00","2024-12-01 18:00:00","0","10:00","12:00","051-220-5032","-","사하구 괴정2동 주민자치회","50","0","50","35.103398421837","129.004025566746","부산 사하구 까치고개로 14-1 (괴정동, 괴정2동행정복지센터)"
"꿈샘한국사","교육중","2024-02-01","2024-12-31","2024-01-04 09:00:00","2024-03-31 18:00:00","0","17:00","18:30","051-220-5032","-","사하구 괴정2동 주민자치회","20","0","20","35.103398421837","129.004025566746","부산 사하구 까치고개로 14-1 (괴정동, 괴정2동행정복지센터)"
"꿈샘미술","교육중","2024-02-01","2024-12-31","2024-01-04 09:00:00","2024-01-10 18:00:00","0","10:00","11:30","051-220-5032","-","사하구 괴정2동 주민자치회","20","0","20","35.103398421837","129.004025566746","부산 사하구 까치고개로 14-1 (괴정동, 괴정2동행정복지센터)"
"생활과학교실(꿈샘과학)","접수중","2024-01-23","2024-12-31","2024-01-04 09:00:00","2024-06-28 18:00:00","0","16:00","17:30","051-220-5032","안내문(생활과학교실).pdf","사하구 괴정2동 주민자치회","20","0","20","35.103398421837","129.004025566746","부산 사하구 까치고개로 14-1 (괴정동, 괴정2동행정복지센터)"
"스포츠댄스","접수중","2024-01-03","2024-12-27","2024-01-03 00:00:00","2024-12-27 00:00:00","0","10:30","12:00","051-440-6321","-","동구 범일2동 주민자치회","30","0","30","35.1351100146924","129.059817814623","부산 동구 범일로 58 (범일동)"
"힐링!건강체조","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-12-31 18:00:00","0","10:00","11:10","010-3839-0608","-","부산진구 양정1동 주민자치회","25","0","25","35.1721429382","129.0687244213","부산 부산진구 동평로406번길 38 (양정동, 양정제1동 주민센터)"
"라인댄스(동아리)","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-12-31 18:00:00","0","12:30","13:30","010-8377-0458","-","부산진구 당감4동 주민자치회","20","0","20","35.1682206667","129.033423398","부산 부산진구 백양순환로 40 (당감동)"
"손뜨개교실(동아리)","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-12-31 18:00:00","0","15:00","17:00","010-4622-7449","-","부산진구 당감4동 주민자치회","15","0","15","35.1682206667","129.033423398","부산 부산진구 백양순환로 40 (당감동)"
"싱글벙글체조교실 A/B반(동아리)","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-12-31 18:00:00","0","11:00","12:00","010-8520-4302","-","부산진구 당감4동 주민자치회","20","0","20","35.1682206667","129.033423398","부산 부산진구 백양순환로 40 (당감동)"
"인도전통요가 A/B반(동아리)","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-12-31 18:00:00","0","09:30","10:30","010-3959-1934","-","부산진구 당감4동 주민자치회","15","0","15","35.16822066673421","129.03342339804917","부산 부산진구 백양순환로 40 (당감동)"
"건강요가 A,B반(동아리)","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-12-31 18:00:00","0","10:00","12:00","010-7597-1341","-","부산진구 당감4동 주민자치회","20","0","20","35.1682206667","129.033423398","부산 부산진구 백양순환로 40 (당감동)"
"줌바댄스","접수중","2024-01-03","2024-12-27","2024-01-02 09:00:00","2024-12-31 18:00:00","0","14:00","15:00","010-2874-4794","-","부산진구 양정1동 주민자치회","25","0","25","35.1721429382","129.0687244213","부산 부산진구 동평로406번길 38 (양정동, 양정제1동 주민센터)"
"풍물교실","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-06-30 17:00:00","5000","13:00","15:00","051-440-6361","풍물교실.jpg","동구 범일5동 주민자치회","20","0","20","35.130507276850444","129.0538007743324","부산 동구 성남로47번길 13 (좌천동, 범일5동 주민자치센터)"
"생활영어교실","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-06-30 17:00:00","10000","15:00","17:00","051-440-6361","-","동구 범일5동 주민자치회","20","0","20","35.130507276850444","129.0538007743324","부산 동구 성남로47번길 13 (좌천동, 범일5동 주민자치센터)"
"노래교실","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-06-30 17:00:00","5000","10:00","11:30","051-440-6361","-","동구 범일5동 주민자치회","30","0","30","35.130507276850444","129.0538007743324","부산 동구 성남로47번길 13 (좌천동, 범일5동 주민자치센터)"
"하모니카 교실","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-06-30 17:00:00","10000","10:00","12:00","051-440-6361","-","동구 범일5동 주민자치회","20","0","20","35.130507276850444","129.0538007743324","부산 동구 성남로47번길 13 (좌천동, 범일5동 주민자치센터)"
"서예교실","접수중","2024-01-04","2024-12-26","2024-01-02 09:00:00","2024-12-31 18:00:00","0","10:00","12:00","010-2583-0586","-","부산진구 양정1동 주민자치회","15","0","15","35.1721429382","129.0687244213","부산 부산진구 동평로406번길 38 (양정동, 양정제1동 주민센터)"
"사군자","접수중","2024-01-04","2024-12-26","2024-01-02 09:00:00","2024-12-26 18:00:00","0","12:00","14:00","010-2583-0586","-","부산진구 양정1동 주민자치회","15","0","15","35.1721429382","129.0687244213","부산 부산진구 동평로406번길 38 (양정동, 양정제1동 주민센터)"
"라인댄스","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-12-31 18:00:00","0","15:00","16:00","010-2693-2634","-","부산진구 양정1동 주민자치회","25","0","25","35.1721429382","129.0687244213","부산 부산진구 동평로406번길 38 (양정동, 양정제1동 주민센터)"
"줌바","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-06-30 17:00:00","10000","13:30","14:30","051-440-6361","-","동구 범일5동 주민자치회","20","0","20","35.1305072769","129.0538007743","부산 동구 성남로47번길 13 (좌천동, 범일5동 주민자치센터)"
"난타","교육중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-01-26 17:00:00","10000","14:00","16:00","051-440-6361","-","동구 범일5동 주민자치회","20","0","20","35.1305072769","129.0538007743","부산 동구 성남로47번길 13 (좌천동, 범일5동 주민자치센터)"
"[서대신1동] 요가교실(동아리)","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-12-31 18:00:00","15000","09:00","09:50","051-240-6465","-","서구 서대신1동 주민자치회","20","0","20","35.1110831624","129.0144160183","부산 서구 구덕로315번길 49 (서대신동2가, 서대신1동주민센터)"
"라인댄스 교실(동아리)","접수중","2024-01-02","2024-12-31","2024-01-02 09:00:00","2024-12-31 18:00:00","20000","10:00","10:50","051-240-6465","-","서구 서대신1동 주민자치회","20","0","20","35.1110831624","129.0144160183","부산 서구 구덕로315번길 49 (서대신동2가, 서대신1동주민센터)"
"줌바댄스","접수중","2024-01-02","2024-12-31","2024-01-02 00:00:00","2024-12-31 00:00:00","0","10:00","11:00","051-440-6321","-","동구 범일2동 주민자치회","25","0","25","35.1351100146924","129.059817814623","부산 동구 범일로 58 (범일동)"
"체력단련실","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-11-30 18:00:00","20000","06:00","20:00","051-607-6845","-","남구 감만2동 주민자치회","100","0","100","35.1225206441","129.0845394723","부산 남구 석포로 32-1 (감만동, 감만2동주민센터)"
"요가교실C(동아리)","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","20000","09:10","10:00","051-605-6562","-","부산진구 연지동 주민자치회","30","0","30","35.1727737519","129.0528397716","부산 부산진구 국악로 30 (연지동, 연지동 주민센터)"
"토요배드민턴교실","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","0","10:00","17:00","051-749-6402","-","해운대구 반여3동 주민자치회","30","0","30","35.2009944561","129.1335060549","부산 해운대구 재반로256번길 29-70 (반여동, 반여3동 주민센터)"
"일요탁구교실","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","0","10:00","17:00","051-749-6402","-","해운대구 반여3동 주민자치회","30","0","30","35.2009944561","129.1335060549","부산 해운대구 재반로256번길 29-70 (반여동, 반여3동 주민센터)"
"서예교실(1) 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","0","10:00","12:00","010-2430-5167","-","부산진구 전포1동 주민자치회","10","0","10","35.15434796869515","129.0673914886702","부산 부산진구 서전로68번길 75 (전포동, 전포1동주민센터(생활문화센터))"
"기체조 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","0","09:30","10:30","010-3577-2535","-","부산진구 전포1동 주민자치회","30","0","30","35.15434796869515","129.0673914886702","부산 부산진구 서전로68번길 75 (전포동, 전포1동주민센터(생활문화센터))"
"라인댄스 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","0","10:50","11:50","010-2866-3300","-","부산진구 전포1동 주민자치회","15","0","15","35.15434796869515","129.0673914886702","부산 부산진구 서전로68번길 75 (전포동, 전포1동주민센터(생활문화센터))"
"밸리댄스 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","0","12:00","13:00","010-2866-3300","-","부산진구 전포1동 주민자치회","15","0","15","35.15434796869515","129.0673914886702","부산 부산진구 서전로68번길 75 (전포동, 전포1동주민센터(생활문화센터))"
"힐링요가 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","0","12:30","13:30","010-9835-4332","-","부산진구 전포1동 주민자치회","20","0","20","35.15434796869515","129.0673914886702","부산 부산진구 서전로68번길 75 (전포동, 전포1동주민센터(생활문화센터))"
"노래교실 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","0","13:30","15:00","010-5682-4391","-","부산진구 전포1동 주민자치회","50","0","50","35.15434796869515","129.0673914886702","부산 부산진구 서전로68번길 75 (전포동, 전포1동주민센터(생활문화센터))"
"풍물 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","0","09:30","12:30","010-4680-3091","-","부산진구 전포1동 주민자치회","15","0","15","35.15434796869515","129.0673914886702","부산 부산진구 서전로68번길 75 (전포동, 전포1동주민센터(생활문화센터))"
"스마트폰 교육 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","0","10:00","12:00","010-3864-6617","-","부산진구 전포1동 주민자치회","23","0","23","35.15434796869515","129.0673914886702","부산 부산진구 서전로68번길 75 (전포동, 전포1동주민센터(생활문화센터))"
"우리춤 체조교실","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","5000","14:00","16:00","051-607-6745","-","남구 용호2동 주민자치회","15","0","15","35.1182863785333","129.111444493951","부산 남구 용호로 158 (용호동)"
"서예교실(2) 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","0","09:30","11:30","010-2834-7097","-","부산진구 전포1동 주민자치회","10","0","10","35.15434796869515","129.0673914886702","부산 부산진구 서전로68번길 75 (전포동, 전포1동주민센터(생활문화센터))"
"한국전통무용(한량무)","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","50000","11:00","12:30","051-605-6757","-","부산진구 당감1동 주민자치회","20","0","20","35.1644449747","129.0356646382","부산 부산진구 동평로44번길 49-6 (당감동, 당감1동 주민센터)"
"초읍동 주민자치회 라인댄스 동아리","접수중","2024-01-01","2024-12-31","2024-01-01 09:00:00","2024-12-31 18:00:00","30000","09:00","12:00","051-605-6581","-","부산진구 초읍동 주민자치회","30","0","30","35.181452817","129.0473592083","부산 부산진구 새싹로 284 (초읍동)"
